pid	cam	min	sec	frame	absoluteframe	smile	talk	laugh
2024	1	2	58	25	5366	0	0	0
2024	1	3	15	20	5871	1	0	0
2024	1	3	21	15	6046	1	0	1
2024	1	3	22	28	6089	1	0	0
2024	1	3	23	17	6108	0	0	0
2024	1	3	30	26	6327	0	1	0
2024	1	3	31	 9	6340	0	0	0
2024	1	3	33	10	6401	0	1	0
2024	1	3	35	17	6468	1	1	0
2024	1	3	35	18	6469	1	0	0
2024	1	3	35	19	6470	1	0	1
2024	1	3	37	18	6529	1	0	0
2024	1	3	37	25	6536	1	1	0
2024	1	3	38	13	6554	1	0	0
2024	1	3	39	23	6594	0	0	0
2024	1	3	41	14	6645	0	1	0
2024	1	3	44	17	6738	1	1	0
2024	1	4	 0	 7	7208	1	0	0
2024	1	4	 1	28	7259	1	1	0
2024	1	4	 2	11	7272	1	0	0
2024	1	4	 3	29	7320	1	1	0
2024	1	4	 8	16	7457	1	0	0
2024	1	4	10	14	7515	0	0	0
2024	1	4	11	18	7549	0	1	0
2024	1	4	11	28	7559	1	1	0
2024	1	4	13	22	7613	1	0	0
2024	1	4	16	15	7696	1	1	0
2024	1	4	21	27	7858	1	0	0
2024	1	4	22	21	7882	1	0	1
2024	1	4	25	29	7980	1	0	0
2024	1	4	27	16	8027	1	1	0
2024	1	4	39	 5	8376	0	1	0
2024	1	4	39	25	8396	0	0	0
2024	1	4	42	 9	8470	0	1	0
2024	1	4	43	 2	8493	1	1	0
2024	1	4	43	11	8502	1	0	0
2024	1	4	43	12	8503	1	0	1
2024	1	4	47	 3	8614	1	0	0
2024	1	4	48	 3	8644	0	0	0
2024	1	4	51	 1	8732	1	0	0
2024	1	4	51	 3	8734	1	0	1
2024	1	4	53	27	8818	1	0	0
2024	1	4	54	10	8831	0	0	0
2024	1	4	56	 7	8888	1	0	0
2024	1	5	 2	10	9071	0	0	0
2024	1	5	 4	 7	9128	1	0	0
2024	1	5	 4	14	9135	1	1	0
2024	1	5	 5	 8	9159	1	0	0
2024	1	5	 8	14	9255	0	0	0
2024	1	5	10	21	9322	1	0	0
2024	1	5	10	29	9330	1	1	0
2024	1	5	11	29	9360	0	1	0
2024	1	5	13	 0	9391	1	1	0
2024	1	5	26	17	9798	1	0	0
2024	1	5	26	23	9804	0	0	0
2024	1	5	27	 0	9811	0	0	0
