pid	cam	min	sec	frame	absoluteframe	smile	talk	laugh
2006	1	4	35	18	8269	0	1	0
2006	1	4	35	23	8274	0	0	0
2006	1	4	38	18	8359	0	1	0
2006	1	4	38	26	8367	0	0	0
2006	1	4	42	27	8488	0	1	0
2006	1	4	44	 0	8521	0	0	0
2006	1	4	46	22	8603	1	0	1
2006	1	4	47	22	8633	1	0	0
2006	1	4	47	23	8634	1	1	0
2006	1	4	48	 2	8643	0	1	0
2006	1	4	56	11	8892	1	1	0
2006	1	4	57	 1	8912	1	1	1
2006	1	4	57	25	8936	1	1	0
2006	1	4	59	 4	8975	0	1	0
2006	1	4	59	27	8998	0	0	0
2006	1	5	 1	16	9047	0	1	0
2006	1	5	 2	 1	9062	0	0	0
2006	1	5	 5	15	9166	1	0	0
2006	1	5	 6	 2	9183	1	1	0
2006	1	5	10	18	9319	0	1	0
2006	1	5	12	 4	9365	0	0	0
2006	1	5	14	27	9448	0	1	0
2006	1	5	19	21	9592	1	1	0
2006	1	5	20	17	9618	0	1	0
2006	1	5	21	21	9652	0	1	0
